driverRef,grid,positionOrder,constructorRef,circuitRef
gasly,8,5,red_bull,monaco
vettel,8,5,aston_martin,monaco
stroll,13,8,aston_martin,monaco
grosjean,14,8,lotus_f1,monaco
grosjean,15,12,lotus_f1,monaco
maldonado,15,22,lotus_f1,monaco
maldonado,8,20,lotus_f1,monaco
grosjean,15,13,haas,monaco
grosjean,8,8,haas,monaco
grosjean,18,15,haas,monaco
grosjean,13,10,haas,monaco
gutierrez,12,11,haas,monaco
kevin_magnussen,11,10,haas,monaco
kevin_magnussen,19,13,haas,monaco
kevin_magnussen,5,14,haas,monaco
mazepin,19,17,haas,monaco
mick_schumacher,20,18,haas,monaco
kobayashi,20,13,caterham,monaco
ericsson,22,11,caterham,monaco
hulkenberg,11,5,force_india,monaco
hulkenberg,11,11,force_india,monaco
hulkenberg,5,6,force_india,monaco
perez,10,21,force_india,monaco
perez,7,7,force_india,monaco
perez,7,3,force_india,monaco
perez,7,13,force_india,monaco
perez,9,12,force_india,monaco
ocon,15,12,force_india,monaco
ocon,6,6,force_india,monaco
hulkenberg,10,20,renault,monaco
hulkenberg,11,8,renault,monaco
hulkenberg,11,13,renault,monaco
ricciardo,6,9,renault,monaco
kevin_magnussen,16,19,renault,monaco
sainz,8,10,renault,monaco
jolyon_palmer,18,22,renault,monaco
jolyon_palmer,16,11,renault,monaco
perez,16,12,racing_point,monaco
stroll,17,16,racing_point,monaco
vergne,7,17,toro_rosso,monaco
kvyat,9,19,toro_rosso,monaco
kvyat,8,20,toro_rosso,monaco
kvyat,9,14,toro_rosso,monaco
kvyat,7,7,toro_rosso,monaco
max_verstappen,9,18,toro_rosso,monaco
sainz,20,10,toro_rosso,monaco
sainz,6,8,toro_rosso,monaco
sainz,6,6,toro_rosso,monaco
gasly,10,7,toro_rosso,monaco
brendon_hartley,15,19,toro_rosso,monaco
albon,10,8,toro_rosso,monaco
chilton,19,14,marussia,monaco
jules_bianchi,21,9,marussia,monaco
gasly,6,6,alphatauri,monaco
tsunoda,16,16,alphatauri,monaco
stevens,18,17,manor,monaco
merhi,19,16,manor,monaco
wehrlein,20,14,manor,monaco
haryanto,19,15,manor,monaco
hamilton,2,17,mercedes,villeneuve
hamilton,1,1,mercedes,villeneuve
hamilton,1,1,mercedes,villeneuve
hamilton,1,1,mercedes,villeneuve
hamilton,4,5,mercedes,villeneuve
hamilton,2,1,mercedes,villeneuve
rosberg,1,2,mercedes,villeneuve
rosberg,2,2,mercedes,villeneuve
rosberg,2,5,mercedes,villeneuve
bottas,3,2,mercedes,villeneuve
bottas,2,2,mercedes,villeneuve
bottas,6,4,mercedes,villeneuve
alonso,7,6,ferrari,villeneuve
raikkonen,10,10,ferrari,villeneuve
raikkonen,3,4,ferrari,villeneuve
raikkonen,6,6,ferrari,villeneuve
raikkonen,4,7,ferrari,villeneuve
raikkonen,5,6,ferrari,villeneuve
vettel,18,5,ferrari,villeneuve
vettel,3,2,ferrari,villeneuve
vettel,2,4,ferrari,villeneuve
vettel,1,1,ferrari,villeneuve
vettel,1,2,ferrari,villeneuve
leclerc,3,3,ferrari,villeneuve
alonso,13,20,mclaren,villeneuve
alonso,10,11,mclaren,villeneuve
alonso,12,16,mclaren,villeneuve
alonso,14,18,mclaren,villeneuve
button,9,4,mclaren,villeneuve
button,20,19,mclaren,villeneuve
button,12,22,mclaren,villeneuve
kevin_magnussen,12,9,mclaren,villeneuve
sainz,11,11,mclaren,villeneuve
vandoorne,16,14,mclaren,villeneuve
vandoorne,15,16,mclaren,villeneuve
norris,8,20,mclaren,villeneuve
raikkonen,16,15,alfa,villeneuve
giovinazzi,12,13,alfa,villeneuve
kubica,19,18,williams,villeneuve
massa,5,12,williams,villeneuve
massa,15,6,williams,villeneuve
massa,8,20,williams,villeneuve
massa,7,19,williams,villeneuve
bottas,4,7,williams,villeneuve
bottas,4,3,williams,villeneuve
bottas,7,3,williams,villeneuve
stroll,17,9,williams,villeneuve
stroll,17,20,williams,villeneuve
sirotkin,18,17,williams,villeneuve
russell,18,16,williams,villeneuve
sutil,16,13,sauber,villeneuve
gutierrez,22,14,sauber,villeneuve
ericsson,12,14,sauber,villeneuve
ericsson,21,15,sauber,villeneuve
ericsson,19,13,sauber,villeneuve
ericsson,19,15,sauber,villeneuve
nasr,14,16,sauber,villeneuve
nasr,18,18,sauber,villeneuve
wehrlein,20,15,sauber,villeneuve
leclerc,13,10,sauber,villeneuve
vettel,3,3,red_bull,villeneuve
ricciardo,6,1,red_bull,villeneuve
ricciardo,9,13,red_bull,villeneuve
ricciardo,4,7,red_bull,villeneuve
ricciardo,6,3,red_bull,villeneuve
ricciardo,6,4,red_bull,villeneuve
kvyat,8,9,red_bull,villeneuve
max_verstappen,5,4,red_bull,villeneuve
max_verstappen,5,18,red_bull,villeneuve
max_verstappen,3,3,red_bull,villeneuve
max_verstappen,9,5,red_bull,villeneuve
gasly,5,8,red_bull,villeneuve
grosjean,14,15,lotus_f1,villeneuve
grosjean,5,10,lotus_f1,villeneuve
maldonado,17,19,lotus_f1,villeneuve
maldonado,6,7,lotus_f1,villeneuve
grosjean,14,14,haas,villeneuve
grosjean,14,10,haas,villeneuve
grosjean,20,12,haas,villeneuve
grosjean,14,14,haas,villeneuve
gutierrez,13,13,haas,villeneuve
kevin_magnussen,18,12,haas,villeneuve
kevin_magnussen,11,13,haas,villeneuve
kevin_magnussen,20,17,haas,villeneuve
kobayashi,21,18,caterham,villeneuve
ericsson,20,20,caterham,villeneuve
hulkenberg,11,5,force_india,villeneuve
hulkenberg,7,8,force_india,villeneuve
hulkenberg,9,8,force_india,villeneuve
perez,13,11,force_india,villeneuve
perez,10,11,force_india,villeneuve
perez,11,10,force_india,villeneuve
perez,8,5,force_india,villeneuve
perez,10,14,force_india,villeneuve
ocon,9,6,force_india,villeneuve
ocon,8,9,force_india,villeneuve
hulkenberg,10,8,renault,villeneuve
hulkenberg,7,7,renault,villeneuve
hulkenberg,7,7,renault,villeneuve
ricciardo,4,6,renault,villeneuve
kevin_magnussen,22,16,renault,villeneuve
sainz,9,8,renault,villeneuve
jolyon_palmer,16,21,renault,villeneuve
jolyon_palmer,15,11,renault,villeneuve
perez,15,12,racing_point,villeneuve
stroll,17,9,racing_point,villeneuve
vergne,8,8,toro_rosso,villeneuve
kvyat,15,16,toro_rosso,villeneuve
kvyat,15,12,toro_rosso,villeneuve
kvyat,11,17,toro_rosso,villeneuve
kvyat,10,10,toro_rosso,villeneuve
max_verstappen,19,15,toro_rosso,villeneuve
sainz,11,12,toro_rosso,villeneuve
sainz,20,9,toro_rosso,villeneuve
sainz,13,20,toro_rosso,villeneuve
gasly,16,11,toro_rosso,villeneuve
brendon_hartley,12,19,toro_rosso,villeneuve
albon,13,19,toro_rosso,villeneuve
chilton,18,21,marussia,villeneuve
jules_bianchi,19,22,marussia,villeneuve
stevens,17,17,manor,villeneuve
merhi,16,18,manor,villeneuve
wehrlein,17,17,manor,villeneuve
haryanto,19,19,manor,villeneuve
hamilton,9,2,mercedes,red_bull_ring
hamilton,1,2,mercedes,red_bull_ring
hamilton,1,1,mercedes,red_bull_ring
hamilton,8,4,mercedes,red_bull_ring
hamilton,2,16,mercedes,red_bull_ring
hamilton,4,5,mercedes,red_bull_ring
hamilton,5,4,mercedes,red_bull_ring
hamilton,1,1,mercedes,red_bull_ring
hamilton,2,2,mercedes,red_bull_ring
hamilton,4,4,mercedes,red_bull_ring
rosberg,3,1,mercedes,red_bull_ring
rosberg,2,1,mercedes,red_bull_ring
rosberg,6,4,mercedes,red_bull_ring
bottas,1,1,mercedes,red_bull_ring
bottas,1,19,mercedes,red_bull_ring
bottas,3,3,mercedes,red_bull_ring
bottas,1,1,mercedes,red_bull_ring
bottas,4,2,mercedes,red_bull_ring
bottas,5,3,mercedes,red_bull_ring
bottas,5,2,mercedes,red_bull_ring
alonso,4,5,ferrari,red_bull_ring
raikkonen,8,10,ferrari,red_bull_ring
raikkonen,14,19,ferrari,red_bull_ring
raikkonen,4,3,ferrari,red_bull_ring
raikkonen,3,5,ferrari,red_bull_ring
raikkonen,3,2,ferrari,red_bull_ring
vettel,3,4,ferrari,red_bull_ring
vettel,9,21,ferrari,red_bull_ring
vettel,2,2,ferrari,red_bull_ring
vettel,6,3,ferrari,red_bull_ring
vettel,9,4,ferrari,red_bull_ring
vettel,11,10,ferrari,red_bull_ring
vettel,10,20,ferrari,red_bull_ring
sainz,12,6,ferrari,red_bull_ring
sainz,10,5,ferrari,red_bull_ring
leclerc,1,2,ferrari,red_bull_ring
leclerc,7,2,ferrari,red_bull_ring
leclerc,14,19,ferrari,red_bull_ring
leclerc,7,7,ferrari,red_bull_ring
leclerc,12,8,ferrari,red_bull_ring
alonso,19,20,mclaren,red_bull_ring
alonso,14,18,mclaren,red_bull_ring
alonso,12,19,mclaren,red_bull_ring
alonso,13,8,mclaren,red_bull_ring
button,11,11,mclaren,red_bull_ring
button,20,17,mclaren,red_bull_ring
button,3,6,mclaren,red_bull_ring
ricciardo,13,13,mclaren,red_bull_ring
ricciardo,13,7,mclaren,red_bull_ring
kevin_magnussen,6,7,mclaren,red_bull_ring
sainz,19,8,mclaren,red_bull_ring
sainz,8,5,mclaren,red_bull_ring
sainz,3,9,mclaren,red_bull_ring
vandoorne,13,12,mclaren,red_bull_ring
vandoorne,15,15,mclaren,red_bull_ring
norris,5,6,mclaren,red_bull_ring
norris,3,3,mclaren,red_bull_ring
norris,9,5,mclaren,red_bull_ring
norris,3,5,mclaren,red_bull_ring
norris,2,3,mclaren,red_bull_ring
alonso,8,9,alpine,red_bull_ring
alonso,14,10,alpine,red_bull_ring
ocon,17,14,alpine,red_bull_ring
ocon,17,20,alpine,red_bull_ring
raikkonen,6,9,alfa,red_bull_ring
raikkonen,19,14,alfa,red_bull_ring
raikkonen,16,11,alfa,red_bull_ring
raikkonen,18,11,alfa,red_bull_ring
raikkonen,16,15,alfa,red_bull_ring
giovinazzi,7,10,alfa,red_bull_ring
giovinazzi,18,9,alfa,red_bull_ring
giovinazzi,19,14,alfa,red_bull_ring
giovinazzi,15,15,alfa,red_bull_ring
giovinazzi,15,14,alfa,red_bull_ring
kubica,17,20,williams,red_bull_ring
massa,1,4,williams,red_bull_ring
massa,4,3,williams,red_bull_ring
massa,20,20,williams,red_bull_ring
massa,17,9,williams,red_bull_ring
bottas,2,3,williams,red_bull_ring
bottas,6,5,williams,red_bull_ring
bottas,7,9,williams,red_bull_ring
stroll,18,10,williams,red_bull_ring
stroll,14,14,williams,red_bull_ring
sirotkin,17,13,williams,red_bull_ring
russell,20,18,williams,red_bull_ring
russell,17,15,williams,red_bull_ring
russell,11,16,williams,red_bull_ring
russell,10,19,williams,red_bull_ring
russell,8,11,williams,red_bull_ring
latifi,20,11,williams,red_bull_ring
latifi,18,17,williams,red_bull_ring
latifi,16,17,williams,red_bull_ring
latifi,18,16,williams,red_bull_ring
sutil,16,13,sauber,red_bull_ring
gutierrez,17,19,sauber,red_bull_ring
ericsson,11,13,sauber,red_bull_ring
ericsson,18,15,sauber,red_bull_ring
ericsson,19,15,sauber,red_bull_ring
ericsson,20,10,sauber,red_bull_ring
nasr,8,11,sauber,red_bull_ring
nasr,21,13,sauber,red_bull_ring
wehrlein,20,14,sauber,red_bull_ring
leclerc,18,9,sauber,red_bull_ring
vettel,12,21,red_bull,red_bull_ring
perez,4,4,red_bull,red_bull_ring
perez,3,6,red_bull,red_bull_ring
ricciardo,5,8,red_bull,red_bull_ring
ricciardo,18,10,red_bull,red_bull_ring
ricciardo,5,5,red_bull,red_bull_ring
ricciardo,4,3,red_bull,red_bull_ring
ricciardo,7,18,red_bull,red_bull_ring
kvyat,15,12,red_bull,red_bull_ring
max_verstappen,8,2,red_bull,red_bull_ring
max_verstappen,5,20,red_bull,red_bull_ring
max_verstappen,4,1,red_bull,red_bull_ring
max_verstappen,2,1,red_bull,red_bull_ring
max_verstappen,2,20,red_bull,red_bull_ring
max_verstappen,2,3,red_bull,red_bull_ring
max_verstappen,1,1,red_bull,red_bull_ring
max_verstappen,1,1,red_bull,red_bull_ring
gasly,8,7,red_bull,red_bull_ring
albon,4,13,red_bull,red_bull_ring
albon,6,4,red_bull,red_bull_ring
vettel,14,12,aston_martin,red_bull_ring
vettel,11,17,aston_martin,red_bull_ring
stroll,9,8,aston_martin,red_bull_ring
stroll,9,13,aston_martin,red_bull_ring
grosjean,22,14,lotus_f1,red_bull_ring
grosjean,9,15,lotus_f1,red_bull_ring
maldonado,13,12,lotus_f1,red_bull_ring
maldonado,10,7,lotus_f1,red_bull_ring
grosjean,13,7,haas,red_bull_ring
grosjean,6,6,haas,red_bull_ring
grosjean,5,4,haas,red_bull_ring
grosjean,11,16,haas,red_bull_ring
grosjean,15,16,haas,red_bull_ring
grosjean,20,13,haas,red_bull_ring
gutierrez,11,11,haas,red_bull_ring
kevin_magnussen,15,18,haas,red_bull_ring
kevin_magnussen,8,5,haas,red_bull_ring
kevin_magnussen,10,19,haas,red_bull_ring
kevin_magnussen,16,17,haas,red_bull_ring
kevin_magnussen,15,12,haas,red_bull_ring
mazepin,20,18,haas,red_bull_ring
mazepin,20,19,haas,red_bull_ring
mick_schumacher,19,16,haas,red_bull_ring
mick_schumacher,19,18,haas,red_bull_ring
kobayashi,19,16,caterham,red_bull_ring
ericsson,20,18,caterham,red_bull_ring
hulkenberg,10,9,force_india,red_bull_ring
hulkenberg,5,6,force_india,red_bull_ring
hulkenberg,2,19,force_india,red_bull_ring
perez,15,6,force_india,red_bull_ring
perez,13,9,force_india,red_bull_ring
perez,16,17,force_india,red_bull_ring
perez,7,7,force_india,red_bull_ring
perez,16,7,force_india,red_bull_ring
ocon,9,8,force_india,red_bull_ring
ocon,11,6,force_india,red_bull_ring
hulkenberg,11,13,renault,red_bull_ring
hulkenberg,10,20,renault,red_bull_ring
hulkenberg,15,13,renault,red_bull_ring
ricciardo,12,12,renault,red_bull_ring
ricciardo,10,19,renault,red_bull_ring
ricciardo,8,8,renault,red_bull_ring
kevin_magnussen,17,14,renault,red_bull_ring
sainz,9,12,renault,red_bull_ring
jolyon_palmer,19,12,renault,red_bull_ring
jolyon_palmer,16,11,renault,red_bull_ring
ocon,14,8,renault,red_bull_ring
ocon,5,18,renault,red_bull_ring
perez,13,11,racing_point,red_bull_ring
perez,6,6,racing_point,red_bull_ring
perez,17,6,racing_point,red_bull_ring
stroll,14,14,racing_point,red_bull_ring
stroll,9,18,racing_point,red_bull_ring
stroll,12,7,racing_point,red_bull_ring
vergne,14,20,toro_rosso,red_bull_ring
kvyat,7,22,toro_rosso,red_bull_ring
kvyat,20,22,toro_rosso,red_bull_ring
kvyat,14,16,toro_rosso,red_bull_ring
kvyat,16,17,toro_rosso,red_bull_ring
max_verstappen,7,8,toro_rosso,red_bull_ring
sainz,12,16,toro_rosso,red_bull_ring
sainz,15,8,toro_rosso,red_bull_ring
sainz,10,17,toro_rosso,red_bull_ring
gasly,12,11,toro_rosso,red_bull_ring
brendon_hartley,19,17,toro_rosso,red_bull_ring
albon,18,15,toro_rosso,red_bull_ring
chilton,21,17,marussia,red_bull_ring
jules_bianchi,18,15,marussia,red_bull_ring
kvyat,13,12,alphatauri,red_bull_ring
kvyat,13,10,alphatauri,red_bull_ring
gasly,12,7,alphatauri,red_bull_ring
gasly,7,15,alphatauri,red_bull_ring
gasly,6,20,alphatauri,red_bull_ring
gasly,6,9,alphatauri,red_bull_ring
tsunoda,11,10,alphatauri,red_bull_ring
tsunoda,7,12,alphatauri,red_bull_ring
stevens,17,18,manor,red_bull_ring
merhi,16,14,manor,red_bull_ring
wehrlein,12,10,manor,red_bull_ring
haryanto,20,16,manor,red_bull_ring
hamilton,6,1,mercedes,silverstone
hamilton,1,1,mercedes,silverstone
hamilton,1,1,mercedes,silverstone
hamilton,1,1,mercedes,silverstone
hamilton,1,2,mercedes,silverstone
hamilton,2,1,mercedes,silverstone
hamilton,1,1,mercedes,silverstone
hamilton,2,2,mercedes,silverstone
rosberg,1,18,mercedes,silverstone
rosberg,2,2,mercedes,silverstone
rosberg,2,3,mercedes,silverstone
bottas,9,2,mercedes,silverstone
bottas,4,4,mercedes,silverstone
bottas,1,2,mercedes,silverstone
bottas,2,11,mercedes,silverstone
bottas,1,3,mercedes,silverstone
alonso,16,6,ferrari,silverstone
raikkonen,18,22,ferrari,silverstone
raikkonen,5,8,ferrari,silverstone
raikkonen,5,5,ferrari,silverstone
raikkonen,2,3,ferrari,silverstone
raikkonen,3,3,ferrari,silverstone
vettel,6,3,ferrari,silverstone
vettel,11,9,ferrari,silverstone
vettel,3,7,ferrari,silverstone
vettel,2,1,ferrari,silverstone
vettel,6,16,ferrari,silverstone
vettel,10,10,ferrari,silverstone
vettel,11,12,ferrari,silverstone
leclerc,3,3,ferrari,silverstone
leclerc,4,3,ferrari,silverstone
leclerc,8,4,ferrari,silverstone
alonso,17,10,mclaren,silverstone
alonso,9,13,mclaren,silverstone
alonso,20,18,mclaren,silverstone
alonso,13,8,mclaren,silverstone
button,3,4,mclaren,silverstone
button,18,19,mclaren,silverstone
button,17,12,mclaren,silverstone
kevin_magnussen,5,7,mclaren,silverstone
sainz,13,6,mclaren,silverstone
sainz,7,13,mclaren,silverstone
sainz,12,13,mclaren,silverstone
vandoorne,8,11,mclaren,silverstone
vandoorne,17,11,mclaren,silverstone
norris,8,11,mclaren,silverstone
norris,5,5,mclaren,silverstone
norris,10,9,mclaren,silverstone
raikkonen,12,8,alfa,silverstone
raikkonen,16,17,alfa,silverstone
raikkonen,20,15,alfa,silverstone
giovinazzi,11,18,alfa,silverstone
giovinazzi,15,14,alfa,silverstone
giovinazzi,19,17,alfa,silverstone
kubica,20,15,williams,silverstone
massa,15,21,williams,silverstone
massa,3,4,williams,silverstone
massa,12,11,williams,silverstone
massa,14,10,williams,silverstone
bottas,14,2,williams,silverstone
bottas,4,5,williams,silverstone
bottas,6,14,williams,silverstone
stroll,15,16,williams,silverstone
stroll,19,12,williams,silverstone
sirotkin,18,14,williams,silverstone
russell,19,14,williams,silverstone
russell,20,12,williams,silverstone
russell,15,18,williams,silverstone
latifi,18,15,williams,silverstone
latifi,18,19,williams,silverstone
sutil,13,13,sauber,silverstone
gutierrez,19,20,sauber,silverstone
ericsson,15,11,sauber,silverstone
ericsson,22,21,sauber,silverstone
ericsson,18,14,sauber,silverstone
ericsson,15,18,sauber,silverstone
nasr,16,20,sauber,silverstone
nasr,21,15,sauber,silverstone
wehrlein,17,17,sauber,silverstone
leclerc,9,19,sauber,silverstone
vettel,2,5,red_bull,silverstone
ricciardo,8,3,red_bull,silverstone
ricciardo,10,15,red_bull,silverstone
ricciardo,4,4,red_bull,silverstone
ricciardo,19,5,red_bull,silverstone
ricciardo,6,5,red_bull,silverstone
kvyat,7,6,red_bull,silverstone
max_verstappen,3,2,red_bull,silverstone
max_verstappen,4,4,red_bull,silverstone
max_verstappen,5,15,red_bull,silverstone
max_verstappen,4,5,red_bull,silverstone
max_verstappen,3,2,red_bull,silverstone
max_verstappen,4,1,red_bull,silverstone
gasly,5,4,red_bull,silverstone
albon,12,8,red_bull,silverstone
albon,9,5,red_bull,silverstone
grosjean,11,12,lotus_f1,silverstone
grosjean,12,17,lotus_f1,silverstone
maldonado,20,17,lotus_f1,silverstone
maldonado,14,18,lotus_f1,silverstone
grosjean,13,20,haas,silverstone
grosjean,10,13,haas,silverstone
grosjean,8,16,haas,silverstone
grosjean,14,19,haas,silverstone
grosjean,17,16,haas,silverstone
grosjean,13,16,haas,silverstone
gutierrez,14,16,haas,silverstone
kevin_magnussen,16,12,haas,silverstone
kevin_magnussen,7,9,haas,silverstone
kevin_magnussen,16,20,haas,silverstone
kevin_magnussen,14,19,haas,silverstone
kevin_magnussen,17,20,haas,silverstone
kobayashi,22,15,caterham,silverstone
ericsson,21,19,caterham,silverstone
hulkenberg,4,8,force_india,silverstone
hulkenberg,9,7,force_india,silverstone
hulkenberg,8,7,force_india,silverstone
perez,7,11,force_india,silverstone
perez,11,9,force_india,silverstone
perez,10,6,force_india,silverstone
perez,6,9,force_india,silverstone
perez,12,10,force_india,silverstone
ocon,7,8,force_india,silverstone
ocon,10,7,force_india,silverstone
hulkenberg,5,6,renault,silverstone
hulkenberg,11,6,renault,silverstone
hulkenberg,10,10,renault,silverstone
ricciardo,7,7,renault,silverstone
ricciardo,8,4,renault,silverstone
ricciardo,5,14,renault,silverstone
kevin_magnussen,16,17,renault,silverstone
sainz,16,17,renault,silverstone
jolyon_palmer,18,18,renault,silverstone
jolyon_palmer,11,20,renault,silverstone
ocon,9,6,renault,silverstone
ocon,14,8,renault,silverstone
hulkenberg,13,20,racing_point,silverstone
hulkenberg,3,7,racing_point,silverstone
perez,15,17,racing_point,silverstone
stroll,18,13,racing_point,silverstone
stroll,6,9,racing_point,silverstone
stroll,6,6,racing_point,silverstone
vergne,10,10,toro_rosso,silverstone
kvyat,9,9,toro_rosso,silverstone
kvyat,15,10,toro_rosso,silverstone
kvyat,12,15,toro_rosso,silverstone
kvyat,17,9,toro_rosso,silverstone
max_verstappen,13,16,toro_rosso,silverstone
sainz,8,14,toro_rosso,silverstone
sainz,7,8,toro_rosso,silverstone
sainz,13,19,toro_rosso,silverstone
gasly,14,13,toro_rosso,silverstone
brendon_hartley,20,20,toro_rosso,silverstone
albon,9,12,toro_rosso,silverstone
chilton,17,16,marussia,silverstone
jules_bianchi,12,14,marussia,silverstone
kvyat,19,18,alphatauri,silverstone
kvyat,16,10,alphatauri,silverstone
gasly,11,7,alphatauri,silverstone
gasly,7,11,alphatauri,silverstone
stevens,19,13,manor,silverstone
merhi,20,12,manor,silverstone
wehrlein,20,22,manor,silverstone
haryanto,19,19,manor,silverstone
hamilton,20,3,mercedes,hockenheimring
hamilton,2,1,mercedes,hockenheimring
hamilton,14,1,mercedes,hockenheimring
hamilton,1,9,mercedes,hockenheimring
rosberg,1,1,mercedes,hockenheimring
rosberg,1,4,mercedes,hockenheimring
bottas,2,2,mercedes,hockenheimring
bottas,3,15,mercedes,hockenheimring
alonso,7,5,ferrari,hockenheimring
raikkonen,12,11,ferrari,hockenheimring
raikkonen,5,6,ferrari,hockenheimring
raikkonen,3,3,ferrari,hockenheimring
vettel,6,5,ferrari,hockenheimring
vettel,1,18,ferrari,hockenheimring
vettel,20,2,ferrari,hockenheimring
leclerc,10,17,ferrari,hockenheimring
alonso,13,12,mclaren,hockenheimring
alonso,11,16,mclaren,hockenheimring
button,11,8,mclaren,hockenheimring
button,12,8,mclaren,hockenheimring
kevin_magnussen,4,9,mclaren,hockenheimring
sainz,7,5,mclaren,hockenheimring
vandoorne,19,13,mclaren,hockenheimring
norris,19,18,mclaren,hockenheimring
raikkonen,5,12,alfa,hockenheimring
giovinazzi,11,13,alfa,hockenheimring
kubica,18,10,williams,hockenheimring
massa,3,22,williams,hockenheimring
massa,10,22,williams,hockenheimring
bottas,2,2,williams,hockenheimring
bottas,7,9,williams,hockenheimring
stroll,18,17,williams,hockenheimring
sirotkin,12,19,williams,hockenheimring
russell,17,11,williams,hockenheimring
sutil,15,19,sauber,hockenheimring
gutierrez,16,14,sauber,hockenheimring
ericsson,22,18,sauber,hockenheimring
ericsson,13,9,sauber,hockenheimring
nasr,21,21,sauber,hockenheimring
leclerc,9,15,sauber,hockenheimring
vettel,6,4,red_bull,hockenheimring
ricciardo,5,6,red_bull,hockenheimring
ricciardo,3,2,red_bull,hockenheimring
ricciardo,20,20,red_bull,hockenheimring
max_verstappen,4,3,red_bull,hockenheimring
max_verstappen,4,4,red_bull,hockenheimring
max_verstappen,2,1,red_bull,hockenheimring
gasly,4,14,red_bull,hockenheimring
grosjean,14,21,lotus_f1,hockenheimring
maldonado,18,12,lotus_f1,hockenheimring
grosjean,20,13,haas,hockenheimring
grosjean,6,6,haas,hockenheimring
grosjean,6,7,haas,hockenheimring
gutierrez,11,11,haas,hockenheimring
kevin_magnussen,5,11,haas,hockenheimring
kevin_magnussen,12,8,haas,hockenheimring
kobayashi,19,16,caterham,hockenheimring
ericsson,22,18,caterham,hockenheimring
hulkenberg,9,7,force_india,hockenheimring
hulkenberg,8,7,force_india,hockenheimring
perez,10,10,force_india,hockenheimring
perez,9,10,force_india,hockenheimring
perez,10,7,force_india,hockenheimring
ocon,15,8,force_india,hockenheimring
hulkenberg,7,5,renault,hockenheimring
hulkenberg,9,16,renault,hockenheimring
ricciardo,13,19,renault,hockenheimring
kevin_magnussen,16,16,renault,hockenheimring
sainz,8,12,renault,hockenheimring
jolyon_palmer,14,19,renault,hockenheimring
perez,8,20,racing_point,hockenheimring
stroll,15,4,racing_point,hockenheimring
vergne,13,13,toro_rosso,hockenheimring
kvyat,8,20,toro_rosso,hockenheimring
kvyat,18,15,toro_rosso,hockenheimring
kvyat,14,3,toro_rosso,hockenheimring
sainz,15,14,toro_rosso,hockenheimring
gasly,16,14,toro_rosso,hockenheimring
brendon_hartley,17,10,toro_rosso,hockenheimring
albon,16,6,toro_rosso,hockenheimring
chilton,21,17,marussia,hockenheimring
jules_bianchi,17,15,marussia,hockenheimring
wehrlein,17,17,manor,hockenheimring
haryanto,19,20,manor,hockenheimring
hamilton,22,3,mercedes,hungaroring
hamilton,1,6,mercedes,hungaroring
hamilton,2,1,mercedes,hungaroring
hamilton,4,4,mercedes,hungaroring
hamilton,1,1,mercedes,hungaroring
hamilton,3,1,mercedes,hungaroring
hamilton,1,1,mercedes,hungaroring
rosberg,1,4,mercedes,hungaroring
rosberg,2,8,mercedes,hungaroring
rosberg,1,2,mercedes,hungaroring
bottas,3,3,mercedes,hungaroring
bottas,2,5,mercedes,hungaroring
bottas,2,8,mercedes,hungaroring
bottas,2,3,mercedes,hungaroring
alonso,5,2,ferrari,hungaroring
raikkonen,16,6,ferrari,hungaroring
raikkonen,5,18,ferrari,hungaroring
raikkonen,14,6,ferrari,hungaroring
raikkonen,2,2,ferrari,hungaroring
raikkonen,3,3,ferrari,hungaroring
vettel,3,1,ferrari,hungaroring
vettel,5,4,ferrari,hungaroring
vettel,1,1,ferrari,hungaroring
vettel,4,2,ferrari,hungaroring
vettel,5,3,ferrari,hungaroring
vettel,5,6,ferrari,hungaroring
leclerc,4,4,ferrari,hungaroring
leclerc,6,11,ferrari,hungaroring
alonso,15,5,mclaren,hungaroring
alonso,7,7,mclaren,hungaroring
alonso,7,6,mclaren,hungaroring
alonso,11,8,mclaren,hungaroring
button,7,10,mclaren,hungaroring
button,16,9,mclaren,hungaroring
button,8,22,mclaren,hungaroring
kevin_magnussen,21,12,mclaren,hungaroring
sainz,8,5,mclaren,hungaroring
sainz,9,9,mclaren,hungaroring
vandoorne,8,10,mclaren,hungaroring
vandoorne,16,18,mclaren,hungaroring
norris,7,9,mclaren,hungaroring
norris,8,13,mclaren,hungaroring
raikkonen,10,7,alfa,hungaroring
raikkonen,20,15,alfa,hungaroring
giovinazzi,17,18,alfa,hungaroring
giovinazzi,19,17,alfa,hungaroring
kubica,19,19,williams,hungaroring
massa,6,5,williams,hungaroring
massa,8,12,williams,hungaroring
massa,18,18,williams,hungaroring
resta,19,18,williams,hungaroring
bottas,3,8,williams,hungaroring
bottas,6,13,williams,hungaroring
bottas,10,9,williams,hungaroring
stroll,17,14,williams,hungaroring
stroll,15,17,williams,hungaroring
sirotkin,20,16,williams,hungaroring
russell,15,16,williams,hungaroring
russell,12,18,williams,hungaroring
latifi,15,19,williams,hungaroring
sutil,11,11,sauber,hungaroring
gutierrez,13,17,sauber,hungaroring
ericsson,17,10,sauber,hungaroring
ericsson,22,20,sauber,hungaroring
ericsson,20,16,sauber,hungaroring
ericsson,14,15,sauber,hungaroring
nasr,18,11,sauber,hungaroring
nasr,16,17,sauber,hungaroring
wehrlein,18,15,sauber,hungaroring
leclerc,17,20,sauber,hungaroring
